"Temp","m","bias","LL","BIC","AIC"
3.19309744458141,0.143494586195751,0.624172339653463,-89.6070705192681,193.929965373852,185.214141038536
3.19551877299056,0.217186536974269,0.595628076776635,-87.6966358271319,189.949362446023,181.393271654264
3.17515293649579,1.32986835467434,0.402699537056322,-79.0454291202933,172.325654625676,164.090858240587
3.12170805456839,1.45523770322672,0.501457351650671,-101.200817256845,217.352454378815,208.40163451369
2.96079500552879,2.21581798918084,0.703508326578206,-57.4718815009183,129.935399823129,120.943763001837
2.80519388616774,1.68492723555162,0.495170024515047,-99.6020791104628,214.195795042218,205.204158220926
3.20436895899725,0.444005347632802,0.234161884313522,-86.814577713283,188.620792247858,179.629155426566
2.97376285590851,1.15770698332014,0.407773302742198,-103.115793939959,221.22322470121,212.231587879917
3.32186272159843,1.36999621672049,0.353815742334865,-102.278743060202,219.549122941696,210.557486120404
3.96600843926508,2.96796262249058,0.221264409225374,-53.6341686203344,121.286823744054,113.268337240669
3.0680130611477,2.72077727870062,0.386913943354218,-101.206372166138,217.404381153568,208.412744332275
4.22899750419239,1.46925290066946,0.221030951027046,-100.278372473576,215.548381768445,206.556744947153
3.90373194288552,6.76212610299319,0.931241068567396,-85.4040378016621,185.799712424617,176.808075603324
3.57303611758029,1.34737640181447,0.34876407547816,-99.8784071164244,214.748451054141,205.756814232849
3.06662393219039,1.7332183291119,0.575105087418989,-88.9203256765534,192.832288174399,183.840651353107
3.09323562004669,1.10460256466891,0.590437171899857,-101.77329054619,218.538217913673,209.546581092381
2.42472163559923,4.87646369993635,0.168518644953073,-99.8179529502674,214.627542721827,205.635905900535
3.39158552314498,4.07790183036258,0.764429642253329,-92.3031478726024,199.388056800676,190.606295745205
3.15992644275802,0.38996739501585,0.516443812975129,-100.720817912645,216.371837052552,207.44163582529
2.88558027420134,1.65227183833329,0.354844477876175,-102.66242062532,220.316478071933,211.32484125064
1.71626414757208,6.41128913681818,0.084297194064495,-97.8444761348586,210.680589091009,201.688952269717
