"Temp","m","bias","LL","BIC","AIC"
0.735299736224938,3.73888813176016,0.587072566856017,-91.7330418655436,198.457720552379,189.466083731087
1.09488957160676,5.71470634292115,0.466428783876013,-47.6778621823346,110.306544229794,101.355724364669
0.885102856423477,4.83713315187738,0.641311104458289,-79.2948604193645,173.581357660021,164.589720838729
1.2284016483666,5.14129118177719,0.784348675393243,-73.463185672298,161.918008165888,152.926371344596
1.35083989689779,5.82790475273567,0.627464526730931,-68.8935517567199,152.778740334732,143.78710351344
1.07684879708366,5.34833260126349,0.53053416410868,-82.2892533312145,179.570143483721,170.578506662429
1.33626469224675,5.16209302834869,0.769472978601433,-64.4961993140632,143.984035449419,134.992398628126
0.792049981384342,4.43270716869741,0.503719535196371,-102.856412037904,220.7044608971,211.712824075808
0.735821715602442,4.61512159899652,0.462568754973203,-96.9289049426194,208.849446706531,199.857809885239
0.692396673062939,3.64372884569615,0.4730660988868,-101.341249381718,217.612699990697,208.682498763435
1.10512780447239,6.08569848962945,0.427427679142016,-47.393005192813,109.777647206918,100.786010385626
0.851984695038672,3.95365671179492,0.546097612725134,-49.1606429994577,112.395329645603,104.321285998915
0.729513153243352,4.64562777805752,0.426735789917581,-90.8464045899646,196.684446001222,187.692809179929
1.60117423267273,6.33414228665206,0.269229982870697,-56.2754988023914,127.542634426075,118.550997604783
1.419233575574,5.73552331573504,0.683460450692513,-85.1500061521074,185.291649125507,176.300012304215
1.12661722262038,5.41914776285828,0.33751349062625,-101.095275121892,217.182187065076,208.190550243784
0.662577820357573,3.1541536765887,0.537775620643358,-102.474838673435,219.941314168162,210.949677346869
1.80573319094761,6.36247091699753,0.368725077188172,-96.7080740530451,208.407784927383,199.41614810609
0.868462309358557,4.97543685387954,0.628223094013397,-89.8390832634643,194.669803348221,185.678166526929
1.14287277359098,5.50014342936591,0.393062638012735,-98.7243098385916,212.419917437519,203.448619677183
0.839551117890026,4.93998369457905,0.652088942148176,-76.7580516399979,168.507740101288,159.516103279996
0.752360925233898,4.83700383689781,0.517315233407544,-84.7570318588454,184.505700538983,175.514063717691
0.691417200007083,3.72793809712978,0.563295136785599,-95.6129449243545,206.217526670001,197.225889848709
1.59642785969754,5.97058289579393,0.512079736820707,-61.0946073625727,137.180851546438,128.189214725145
2.25013990294612,5.64523273482335,0.118506314419441,-65.2915557234046,145.574748268102,136.583111446809
1.3732502148489,6.3495001724013,0.23878918497034,-94.5828083161077,204.157253453508,195.165616632215
