"Temp","m","bias","LL","BIC","AIC","subID"
0.591095414610895,4.66685728465303,0.477956435530275,-102.944964133911,220.881565089113,211.889928267821,50146
0.628780008028999,4.84384962930089,0.65942945373305,-65.0511588145787,145.09395445045,136.102317629157,52325
0.496198972057067,4.30395399310212,0.49947935076429,-101.098286620636,217.188210062564,208.196573241272,52503
0.85123169222353,5.26105350549593,0.648811199479362,-77.4793011933177,169.929900146972,160.958602386635,52662
0.901061968872685,5.47439546025316,0.638382943958664,-67.6906085891331,150.372853999559,141.381217178266,53027
0.43368892275396,4.00154526659672,0.441792359725596,-102.915846486724,220.82332979474,211.831692973447,53054
0.461420989679662,4.09099350294369,0.819342347640517,-66.4776820449227,147.947000911138,138.955364089845,53921
0.470519533360378,3.96447201487364,0.488090950484337,-103.33116700694,221.653970835172,212.66233401388,54183
0.611308721992795,4.72241111207254,0.440699256422218,-102.381977734289,219.75559228987,210.763955468578,54358
0.501285985402847,4.94648844761485,0.470747692191319,-100.204369867541,215.400376556374,206.408739735082,54495
0.497203508680968,4.18133064234847,0.512801438099046,-101.67150461384,218.314306988016,209.34300922768,54678
3.78764123102993,6.30339138792122,0.624310495311052,-1.0564767877975,16.9592332467295,8.11295357559499,56137
0.529550596841868,4.68746282145536,0.57965670768113,-95.7626326557888,206.51690213287,197.525265311578,57278
0.513411673933914,4.40639666489475,0.442699728449771,-102.507921950095,220.007480721483,211.01584390019,57471
0.581082529669738,5.00483710050392,0.497056941686547,-99.5292866807963,214.029871121929,205.058573361593,57504
0.49665856659621,4.40875622859617,0.589645288849746,-97.2268106600023,209.445258141297,200.453621320005,58065
0.449937907789077,4.05894568637232,0.601106917730891,-97.9611913619351,210.914019545163,201.92238272387,58215
0.451618607963813,4.29960454432749,0.548037626791022,-100.193745511289,215.379127843871,206.387491022579,58666
0.889096396880087,5.35623264651918,0.54352983500529,-93.3595530432746,201.710742907842,192.719106086549,58739
1.7206894548499,5.6560065464989,0.437112920381608,-99.4390808214652,213.869798464223,204.87816164293,59119
0.48598962841535,4.60359762452257,0.556506774345695,-96.7763568123342,208.462153523396,199.552713624668,59187
0.538680199763321,4.62155558126755,0.562945549392735,-89.2572790210383,193.360837713211,184.514558042077,59201
0.822965522716091,5.43336069491144,0.571531753532138,-86.6907455603923,188.352788881121,179.381491120785,59366
0.558646829922845,4.44615774792694,0.490235742972502,-101.700635661571,218.352091188267,209.401271323142,59754
0.957043540069308,5.780516712422,0.526138691155187,-68.6116207703516,152.214878361996,143.223241540703,60179
