"Temp","m","bias","LL","BIC","AIC","subID"
7.22771792358261,0.709274612666322,0.0111142872189384,-93.6766033247568,202.344843470806,193.353206649514,49054
8.51245026711145,1.48960220687351,0.000203962566575091,-64.9598225596156,144.911281940524,135.919645119231,51177
8.39755847701501,1.98933165791743,0.0082554406200186,-76.2555842672102,167.271111311905,158.51116853442,52075
7.62213090674444,0.556955451349619,0.00956141606951043,-90.9964561906329,196.984549202558,187.992912381266,52178
5.44320561189818,0.270560684327393,0.319248123623652,-103.35158798252,221.694812786333,212.703175965041,53970
5.59608577774065,0.334093082018637,0.364581967350298,-102.619821269091,220.231279359474,211.239642538181,54754
5.71662121517993,0.32420338252644,0.419739382333461,-100.414435966383,215.820508754058,206.828871932766,54972
5.52680203206391,0.273640603227304,0.493878149255607,-100.437411737555,215.784263373837,206.874823475109,55280
5.15089510411189,0.250900762160045,0.353774138267571,-103.21346560939,221.418568040071,212.426931218779,55317
7.00011449471208,0.467277854405438,0.224626648456199,-91.5947440996283,198.181125020549,189.189488199257,55508
5.04593444296796,0.24042087009736,0.340286053070933,-97.7102330398927,210.412102901078,201.420466079785,55935
5.42050022009298,0.279788836729407,0.448437238036,-103.455479403177,221.902595627646,212.910958806354,55989
6.19286964290879,0.369577873597304,0.228228906916351,-101.366412501694,217.724461824681,208.732825003388,57153
8.09632177066067,1.54382131995615,0.0236626262345414,-84.3384510098971,183.501829287622,174.676902019794,57401
5.22462484581568,0.285962032236713,0.333087539936507,-101.27863754267,217.508094950466,208.557275085341,57806
6.03480637519281,0.311205932455257,0.295295885010806,-101.979408161025,218.950453143343,209.95881632205,57901
5.95679551394154,0.341368062050918,0.191375020475641,-98.7649877541836,212.397456681171,203.529975508367,58050
7.4708377381022,0.835379855766897,0.108869597234197,-90.1799044922508,195.351445805794,186.359808984502,58847
5.08953614982079,0.28717659505983,0.476790566731435,-103.258801757229,221.509240335751,212.517603514458,59080
6.4285505129143,0.38139707427968,0.201608646165604,-99.3019733445764,213.595583510445,204.603946689153,59091
6.86837951602931,0.485715433238106,0.0700109331153888,-98.9870764221538,212.945450604644,203.974152844308,59110
5.81517948520244,0.318473678192066,0.204542927171854,-102.866665757778,220.724968336849,211.733331515557,59222
7.52210748061874,0.83908252951158,0.0258843418063954,-87.4994270516707,189.949673968466,180.998854103341,59326
6.11573139031428,0.337544857934243,0.820880451177665,-98.5214794482012,211.993778761527,203.042958896402,59328
6.9474744787928,0.961312909248632,0.390702766821968,-95.2894067487917,205.570450318876,196.578813497583,59363
5.86082460373946,0.315162548588256,0.165331153109155,-101.056460810794,217.10455844288,208.112921621588,60076
7.83631926716816,1.28623759439115,0.0103842192497749,-92.7619241166856,200.515485054663,191.523848233371,60178
6.44748449351207,0.425404005404717,0.214580721144513,-102.60995598241,220.211548786112,211.21991196482,60199
5.6831934162647,0.308500651952005,0.0887299105510909,-78.8279465085716,172.647529838436,163.655893017143,60202
7.25983755529716,1.28600176540225,0.0632532448590952,-85.3248834231454,185.641403667583,176.649766846291,60208
5.59126664653448,0.334900033299318,0.423923293134926,-98.6701088666384,212.331854554569,203.340217733277,60212
5.38998280066069,0.254825626357569,0.168440508383229,-85.2373250699515,185.466286961195,176.474650139903,60222
8.62771758633303,2.37050451216393,0.198889798531833,-70.1458517678185,155.242523400762,146.291703535637,60227
7.10186662756452,0.661295054756852,0.339797987275499,-88.3836896532623,191.759016127817,182.767379306525,60231
8.32255118887165,2.14034052773128,0.268233961003624,-75.6522625686433,166.296161958579,157.304525137287,60237
7.30614312635212,0.686724212606346,0.0461972803416216,-97.3846094844305,209.760855790153,200.769218968861,60249
5.08126389415321,0.246268856347344,0.315869442106865,-100.168304609293,215.307906978923,206.336609218587,60251
7.0047480902017,0.482422696814426,0.0550073385606716,-98.2729033125317,211.537443446356,202.545806625063,60256
7.82257386638945,1.31194807005959,0.554674224704393,-94.930053795913,204.851744413118,195.860107591826,60261
7.1913644145075,0.621960364727187,0.0438377549948454,-87.7540724920469,190.499781805386,181.508144984094,60263
5.93639148857455,0.30937571138932,0.46898934063215,-102.102008487122,219.195653795535,210.204016974243,60264
6.54668046233652,0.504939188198943,0.0909158118771337,-99.6236389424753,214.238914706243,205.247277884951,60272
5.70432239499452,0.301568968234758,0.310187334525275,-98.5518010162278,212.095238853748,203.103602032456,60301
5.44016292554588,0.286825928621485,0.683812468259095,-85.5078775526828,185.731579440681,177.015755105366,60312
7.82441325997869,1.01071075937172,0.020859536729436,-90.202647090831,195.396931002954,186.405294181662,60313
7.79011137353526,1.17409893572042,0.0330000573719372,-52.4795975104376,119.950831842168,110.959195020875,60320
6.53248635945963,0.485284682030747,0.273663230213209,-101.600324077463,218.151468020052,209.200648154927,60334
