"Temp","m","bias","LL","BIC","AIC"
6.61503202430416,0.587478642354863,0.154603251102918,-100.403372482443,215.798381786179,206.806744964887
6.04599894934805,0.259633611619956,0.772396999893663,-72.4321473741833,159.835592508703,150.864294748367
6.08126549501045,0.47717321737257,0.375514914604956,-101.68739809263,218.325616050384,209.374796185259
6.31120804524359,0.257600595939566,0.367020768007633,-91.0992284712188,196.824048912041,188.198456942438
7.3106881635822,1.65262502371526,0.855506067988832,-86.9358427241334,188.801886675528,179.871685448267
7.14488735646828,0.772650860585987,0.249068780140619,-81.9775876697069,178.801455010548,169.955175339414
6.62809339395096,0.582169101829029,0.254328653630362,-93.3733136769403,201.738264175173,192.746627353881
6.25564445187167,0.27923893577412,0.456815172661484,-88.1082436357197,190.749048530815,182.216487271439
8.01122350697642,2.92955941954515,0.000336518133472543,-84.3362278353118,183.64375343096,174.672455670624
6.8171598107769,0.620200690264699,0.376573008511616,-101.323299363251,217.638235547795,208.646598726502
6.27183728498429,0.26848635000511,0.38784511101598,-103.184701089656,221.361039000603,212.369402179311
7.73223016357401,1.27213330800941,0.03094261433947,-88.1347417505496,191.199684728361,182.269483501099
6.52642424567015,0.602339992557096,0.466754392286833,-57.0836529786253,129.158942778543,120.167305957251
6.0967568154785,0.228680113702576,0.468629406794246,-103.401516741595,221.794670304482,212.80303348319
5.98224364887378,0.197802065415962,0.490430987589479,-101.319661783663,217.569524794588,208.639323567327
8.28810591205548,3.33554931985826,0.133300415727805,-86.6475238051909,188.286684431674,179.295047610382
6.15831368348639,0.27218775768893,0.139483347205208,-66.3107045273218,147.613045875936,138.621409054644
6.33785723386775,0.272448587432945,0.42280579182609,-102.272852319658,219.517002399653,210.545704639317
6.54433302639477,0.431136159131535,0.216042109655216,-101.605964843505,218.203566508303,209.211929687011
6.30549204610718,0.397846937108442,0.40489582153284,-102.55386858055,220.099373982392,211.1077371611
7.34046269468866,1.1902654647063,0.040682754798949,-90.1501283609299,195.271554482196,186.30025672186
6.71064576152984,0.746864453157667,0.36825801937653,-50.2746071831268,115.500034231379,106.549214366254
8.16618212428145,2.16868213362419,0.767193080804934,-70.0311226059934,155.053882033279,146.062245211987
8.55750992232896,1.58607023224437,0.00476524183821093,-66.8886085755202,148.768853972333,139.77721715104
6.13086404503166,0.250357629691457,0.470010710246398,-92.1899234699454,199.02825270765,190.379846939891
6.3296351326312,0.273650695183647,0.394676556932197,-101.706802754639,218.40524233057,209.413605509277
6.43145370524399,0.287060141247006,0.323433064405151,-101.584860214302,218.12054029373,209.169720428605
