"","variable","median","rhat","ess_bulk"
"1","mu_pr[1]",-0.582273575,1.00246789636538,808.554127803798
"2","mu_pr[2]",-0.360072355,1.00160831220048,1213.57153179156
"3","mu_pr[3]",0.557266445,1.00180083455769,1156.49891780037
"4","mu_pr[4]",0.160325705,1.00338687776006,1243.62287331709
"5","sigma[1]",0.3050047,1.00358802654939,865.472315525789
"6","sigma[2]",0.697539905,1.00185911445809,1125.33114392671
"7","sigma[3]",0.360873455,1.00299983348686,1112.85332938168
"8","sigma[4]",1.1816591,1.00017912948268,6114.67402642719
"9","m_pr[1]",0.692050945,1.00096116960625,2330.42982013553
"10","m_pr[2]",-0.0372555535,1.00087526809768,11899.126437156
"11","m_pr[3]",-0.081355115,1.00035650403291,11813.3569028638
"12","m_pr[4]",-0.153153065,1.00219253726728,9590.0143977466
"13","m_pr[5]",0.28549569,1.00013613620805,4414.805259476
"14","m_pr[6]",-0.161920805,1.00023829243981,9777.8841545579
"15","m_pr[7]",-0.0123902785,1.00077418522443,8291.76268968025
"16","m_pr[8]",-0.0610194555,1.00088912920301,13287.3030552476
"17","m_pr[9]",-0.23726619,1.00023120074191,6368.08523252599
"18","m_pr[10]",-0.179716175,1.00253060987198,8417.65557405446
"19","m_pr[11]",0.2321223,1.00036829332524,5736.61832722669
"20","m_pr[12]",0.47515055,1.00134283922803,3592.45788756636
"21","m_pr[13]",-0.020903387,0.999927877895298,13837.8023267257
"22","m_pr[14]",0.11792445,1.001186600638,8270.93083136315
"23","m_pr[15]",-0.0998551175,1.00090660587209,6711.91242493389
"24","m_pr[16]",-0.3337485,1.00114878339704,2325.48137543709
"25","m_pr[17]",-0.493943975,1.00084152949989,3201.10028217301
"26","m_pr[18]",0.253745275,1.0009775753681,7319.78803726253
"27","m_pr[19]",-0.081057138,1.00019900597862,9910.20517015022
"28","m_pr[20]",-0.045851737,1.00090661267383,13439.9929219299
"29","m_pr[21]",-0.0604366085,0.999940083673478,14311.9437157101
"30","m_pr[22]",-0.0637411775,1.00050657918244,12166.593567022
"31","m_pr[23]",-0.228872045,1.00004269170846,6117.84301214063
"32","m_pr[24]",-0.114144195,1.00090763197039,12278.7449660449
"33","m_pr[25]",0.1032675,1.00045110090524,6181.50222474314
"34","m_pr[26]",-0.124831945,0.999931897367407,9846.44021260991
"35","m_pr[27]",-0.102350205,1.00173465427372,10670.984915505
"36","m_pr[28]",0.098627392,1.00102196087425,13604.9900651785
"37","m_pr[29]",-0.0212865915,1.00082997140806,16073.0048359831
"38","m_pr[30]",-0.36310218,1.00098602213695,7679.83690857342
"39","m_pr[31]",0.41104688,1.00054608252484,4027.63087427515
"40","m_pr[32]",-0.23371611,1.00079775395509,11180.1309063244
"41","m_pr[33]",0.22505851,1.0009448074047,10315.9533404998
"42","m_pr[34]",-0.141562875,1.0000752488296,11515.2207345731
"43","m_pr[35]",-0.038300887,1.00140040170495,11841.6657921011
"44","m_pr[36]",-0.015523641,1.00038309468837,12118.8816453145
"45","m_pr[37]",-0.11643977,1.00006149576258,12514.6781683574
"46","m_pr[38]",-0.1063995,0.999866163149874,13876.6129017063
"47","m_pr[39]",-0.0504507725,1.00053103455992,12999.1078599851
"48","m_pr[40]",0.103937145,1.00165389974865,5750.73584082962
"49","m_pr[41]",-0.0518758215,1.00065683954171,12858.6576360709
"50","m_pr[42]",0.069799449,1.00043208458641,12500.3982531019
"51","m_pr[43]",-0.292026905,1.00022017002177,9260.24773078736
"52","m_pr[44]",-0.0153932675,1.00092923375901,12108.9154034061
"53","m_pr[45]",0.0620140045,1.00021675209957,12373.6038649204
"54","m_pr[46]",0.519803535,1.00183857352594,3369.89090000325
"55","m_pr[47]",-0.000749455105,1.00117999043582,12963.0595435623
"56","m_pr[48]",-0.0363257835,1.00031219627336,13151.3802841742
"57","m_pr[49]",-0.0687087195,1.00127876444583,13624.3118134897
"58","m_pr[50]",-0.0631361265,0.999978998983994,12450.8365184978
"59","m_pr[51]",-0.0653319845,1.00043371460668,14636.8217457768
"60","m_pr[52]",-0.0602890185,1.00157897742242,13804.1862383193
"61","m_pr[53]",-0.26536139,1.00274654213145,7107.27079396734
"62","m_pr[54]",-0.15875778,1.00007015924266,6197.83848055783
"63","m_pr[55]",0.023700614,1.00008751120907,9256.27819070762
"64","m_pr[56]",-0.0110836015,1.0010312670812,12069.4987376443
"65","m_pr[57]",0.402376435,1.0003441009883,4201.14959121739
"66","m_pr[58]",-0.10406216,1.00066496519836,12757.1632893929
"67","m_pr[59]",0.120123275,1.00037397195162,11599.535250937
"68","m_pr[60]",0.0464544275,1.00129234924616,11552.6596282731
"69","m_pr[61]",0.11372665,1.00021603032188,5871.63259472924
"70","bias_pr[1]",-0.21332539,1.00093937269505,2000.4387115671
"71","bias_pr[2]",0.144611655,1.00022782209573,9878.24354837854
"72","bias_pr[3]",0.639012395,1.0002651421829,4877.14169334466
"73","bias_pr[4]",-0.45813896,0.999912954776971,10720.6172659329
"74","bias_pr[5]",-0.574626425,1.00129959715122,2753.93480964702
"75","bias_pr[6]",1.2375474,1.0008378240356,6691.19904052214
"76","bias_pr[7]",-0.62573836,1.00039622246296,4089.89288221024
"77","bias_pr[8]",-0.44673577,1.00049452747154,8778.05940959364
"78","bias_pr[9]",-1.54363715,1.00043319755316,3731.41734612067
"79","bias_pr[10]",-0.356569445,1.00072479263613,11786.504121176
"80","bias_pr[11]",1.63706055,1.00034734979624,1906.12961944652
"81","bias_pr[12]",0.37203798,1.00062846377506,2414.61412026663
"82","bias_pr[13]",-0.11474904,1.00038790954943,9007.7384025726
"83","bias_pr[14]",1.14876155,1.00052544403512,5792.60390293861
"84","bias_pr[15]",-0.58668581,1.00011329518047,3126.52335422311
"85","bias_pr[16]",-2.15255035,1.00098182462979,3940.44628649438
"86","bias_pr[17]",-1.5762584,1.00075598464067,2859.44424146341
"87","bias_pr[18]",-0.00460845815,1.0003193043997,3521.06333323247
"88","bias_pr[19]",-0.76987594,1.00024499961229,6300.82009818937
"89","bias_pr[20]",0.0460199385,1.00093663100065,8907.98504678387
"90","bias_pr[21]",0.134473925,1.00017488268271,11151.5001758948
"91","bias_pr[22]",-0.00185458385,1.0009122563474,11678.0621667101
"92","bias_pr[23]",2.0875327,1.00052830720195,5851.39527004994
"93","bias_pr[24]",-0.17495929,1.0003448734312,12939.6695452572
"94","bias_pr[25]",-0.386195375,1.00108978278905,2212.62858838814
"95","bias_pr[26]",0.076542686,1.00062867657507,14832.3086932033
"96","bias_pr[27]",-0.080847529,1.00089348187684,13779.7323065534
"97","bias_pr[28]",0.97244089,1.00047742389472,5559.53475841943
"98","bias_pr[29]",0.813268945,1.00035830021163,5552.15171336899
"99","bias_pr[30]",0.253401545,1.00101556022414,6348.27394967508
"100","bias_pr[31]",0.502928735,1.00016762685148,6117.64076065983
