"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","lp__",-16164.22165875,-16164.2535,27.8562954968423,27.8676908999979,-16210.31805,-16118.62285,1.00310709048772,1294.19460556175,3001.06904219896
"2","mu_pr[1]",-1.07750019837927,-1.09814055,0.245185631998057,0.242106719337,-1.43767975,-0.641354528500001,1.00794309735987,548.240196115588,1145.14845456261
"3","mu_pr[2]",-2.517584996775,-2.4665415,0.451177211908192,0.43706128788,-3.329194555,-1.878947135,1.00298888970813,1176.61768396923,4305.33709521627
"4","mu_pr[3]",-1.40998537794875,-1.3983662,0.192962062279804,0.19591232073,-1.74870811,-1.114671685,1.00899362316548,571.098881715909,1015.0061718231
"5","mu_pr[4]",-0.0926831329907421,-0.0913794275,0.0548548730992594,0.0558323253075,-0.1855166055,-0.00340793122500001,1.00235063334982,1349.12642049876,2329.78434773229
"6","mu_pr[5]",0.0258743096915013,0.027962169,0.115718339721179,0.1088696916426,-0.164841178,0.2088187895,1.00187911342436,1680.87956715004,1800.49033891614
"7","sigma[1]",0.654191176235,0.66054058,0.123330727243349,0.117123457794,0.4411817355,0.8458703035,1.00358733144795,694.875233422158,1111.15579581968
"8","sigma[2]",0.22314761031851,0.184687285,0.17336289770845,0.1648716538182,0.01799849975,0.5645348515,1.00167060847877,4004.29080670002,4911.46468308683
"9","sigma[3]",0.441977725801911,0.446429225,0.16216652586271,0.16033444266,0.1607007295,0.699071549,1.00642471213437,548.128300501696,962.336228914987
"10","sigma[4]",0.544703679525,0.54358249,0.0402607181131524,0.04045066536,0.4814365,0.6129342305,1.00185869451584,1572.79688735112,3121.25903291404
"11","sigma[5]",0.4579963410243,0.444411115,0.15669794953453,0.148129872198,0.227139484,0.741507752,1.00361667865767,741.836948319272,1474.00051884912
"12","tau_pr[1]",0.379062018488806,0.35297288,0.641246672851793,0.5721861820605,-0.6290369305,1.45435007,1.00137107786518,6345.50177056705,4778.52857077171
"13","tau_pr[2]",0.146209496052273,0.135464115,0.730070725324126,0.662889778278,-1.007328425,1.34406395,1.00007288884396,7122.05035837764,4773.82548485236
"14","tau_pr[3]",-0.238817638751115,-0.21969657,0.87314162013869,0.835630210023,-1.718338365,1.182592685,1.00081316622869,10095.4523798194,5954.09752018758
"15","tau_pr[4]",0.990078314414781,0.97723778,0.556139925135282,0.520202389833,0.1106631705,1.90848284,1.0030178613741,1689.12170544402,2403.92871916564
"16","tau_pr[5]",1.36567826663311,1.35911185,0.652944607313453,0.627327771441,0.314590967,2.481472165,1.00148832037211,3353.59167385734,3818.68282196993
"17","tau_pr[6]",0.515359322370068,0.489501435,0.583239428347585,0.521902568796,-0.395678867,1.51589424,1.00232497988395,4163.53219846388,2902.60015084893
"18","tau_pr[7]",-0.253888246612447,-0.25600586,0.860196664186467,0.816388189554,-1.669798685,1.151108165,1.00053690941299,7687.5944117384,5778.4347476577
"19","tau_pr[8]",0.334070629768008,0.3311386,0.702176870266699,0.646509405612,-0.8042042335,1.477464515,1.00049001604532,7122.1781375776,5669.95519169354
"20","tau_pr[9]",0.0513892248120171,0.067503062,0.829746024531331,0.778682380182,-1.35328589,1.391765365,1.0003571503372,8206.11367676632,5701.41018179449
"21","tau_pr[10]",0.0324681222285087,0.0648083695,0.857095815505922,0.8212058159697,-1.4225029,1.39018988,1.00001749064015,8324.26060598972,6587.85380225624
"22","tau_pr[11]",-0.26350863129201,-0.254400315,0.838028601726379,0.785177354262,-1.638546215,1.087107705,1.00029665425771,8663.4154073406,5186.22968693867
"23","tau_pr[12]",0.073168007231472,0.0858686115,0.89258166578582,0.8609137936161,-1.41351371,1.531270765,1.00052203366098,10016.7803793203,6112.21360320894
"24","tau_pr[13]",0.0311194682014166,0.033637894,0.785411483145738,0.729055095405,-1.282114435,1.300624405,1.00116532114392,7181.74319628548,5676.27285156586
"25","tau_pr[14]",0.13945474865347,0.1626413,0.811393030451312,0.74565298773,-1.221538485,1.4209538,1.0008960561088,7752.67526213906,5260.44739009223
"26","tau_pr[15]",-0.588061903504935,-0.578350235,0.85297353411611,0.8143649275881,-1.989935905,0.8064438795,1.0016404147674,10090.0104735619,5536.29036667176
"27","tau_pr[16]",0.045771339178305,0.058070923,0.979516061485733,0.9956684633028,-1.597599085,1.60611164,1.00001357163715,7977.94606325074,6132.37413179414
"28","tau_pr[17]",-0.72861813201255,-0.75095458,0.875830299224038,0.836634997695,-2.13399859,0.778183316,1.00088923886015,7960.79621674699,5106.21715195757
"29","tau_pr[18]",-0.662926703402564,-0.686387055,0.852725364082137,0.796614182553,-2.041779385,0.7891744445,1.00033560628926,7226.95020243749,5485.8439218918
"30","tau_pr[19]",-0.445186573238499,-0.450635995,0.831682489711218,0.7814145695769,-1.834337305,0.920407570499998,1.00003429346511,8228.60998173062,4995.47579148335
"31","tau_pr[20]",-0.241709315531922,-0.24489267,0.829402910068799,0.788836855842,-1.58767238,1.14388254,1.00012894073523,7050.92131394781,5191.37792190854
"32","tau_pr[21]",0.173914346600135,0.15308263,0.642137987214192,0.583620560355,-0.8501216075,1.248507165,1.00122047606105,2546.77769019037,2581.1589760744
"33","tau_pr[22]",-0.478929279224567,-0.473694935,0.84677792696183,0.8172402019677,-1.86076239,0.917250470999999,1.00072347015065,8430.54108903388,5747.80160540049
"34","tau_pr[23]",-0.488461694625164,-0.48188034,0.822291560303858,0.784443823086,-1.83219542,0.845097659499999,1.00071932543091,9119.43612308127,5411.31599415584
"35","tau_pr[24]",-0.800256352934637,-0.83658336,0.857593877055488,0.804683284944,-2.16920089,0.64847816,1.00081527441725,7186.49379185445,5319.60568973212
"36","tau_pr[25]",0.394818326325898,0.370389575,0.609839618089322,0.54048188567163,-0.56499051,1.430543375,1.00092251761394,2689.47740536332,2145.80955778199
"37","tau_pr[26]",-0.38824750002957,-0.374071175,0.858782082989248,0.830540347854,-1.810337405,1.00034571,1.0004055444257,8488.10713706146,5786.47061709932
"38","tau_pr[27]",-0.753874149649838,-0.768949365,0.844315934247618,0.798912805593,-2.100370175,0.657550632,1.00014286426827,6496.87771531175,4166.11040607604
"39","tau_pr[28]",0.377971110373516,0.349852355,0.624280599565677,0.5658135736302,-0.6028205215,1.43893688,1.00124938615692,4401.58832128428,3506.88749183627
"40","tau_pr[29]",-0.12094629127121,-0.13293426,0.764138586234955,0.683551314117,-1.36488012,1.15309573,1.00167936765519,7967.56868440282,6074.83697929184
"41","tau_pr[30]",0.583823524403095,0.569210735,0.539294294777173,0.482493385458,-0.266528537,1.48906309,1.00138754169338,3649.89165267982,2532.23115941386
"42","tau_pr[31]",-0.900704050134016,-0.927891665,0.866128316547431,0.808879398768,-2.271042065,0.5577858285,1.00043690891526,6377.73544454684,4828.3004049836
"43","tau_pr[32]",0.00182460220108431,0.0162890425,0.876356040194445,0.821472788493,-1.47820349,1.43405259,0.999848711581368,9280.87066966841,5865.93960730958
"44","tau_pr[33]",-0.76540791537155,-0.78639907,0.900685304982977,0.889747244967,-2.228688515,0.745206682,1.00049772382506,6886.06927753476,5616.37019759014
"45","tau_pr[34]",1.72738937839488,1.75450585,0.752546832405637,0.70242244737,0.4723827345,2.91706862,1.00006545305185,4711.67320509683,3640.37592207384
"46","tau_pr[35]",-1.03968048501247,-1.06272245,0.814090780150774,0.774252823575,-2.327172895,0.327460169499999,1.002067997201,5745.82135491938,4122.06101831193
"47","tau_pr[36]",-0.433364312171056,-0.441450935,0.865941772769571,0.828180923388,-1.855730215,1.016149845,1.00033092621209,8071.9038854684,4950.48013861222
"48","tau_pr[37]",-0.570261879182072,-0.58169713,0.835482342391337,0.772555016772,-1.94059869,0.830319350999999,1.00059589811763,6601.54109762627,5470.9850844295
"49","tau_pr[38]",-0.033092352238005,-0.00096097471,0.862767168026472,0.813364286007,-1.52584356,1.31525709,1.00012947793868,7888.1849562159,6032.15660219637
"50","tau_pr[39]",1.04800594166804,1.05153335,0.635589635590377,0.601126715679,0.0169014785,2.09471042,0.999922171406353,5109.98582858074,3098.84746142296
"51","tau_pr[40]",-0.712257719577967,-0.737299325,0.84873979265046,0.826309444821,-2.093879235,0.710692822,1.00091510175213,7111.27823643643,6168.18956593896
"52","tau_pr[41]",-0.516059165547587,-0.516226995,0.841184733107473,0.7990160182746,-1.90406388,0.8857554685,1.00054905366477,7238.44832495911,4845.04817203172
"53","tau_pr[42]",-0.222527324295499,-0.202454145,0.793601783959285,0.721703845695,-1.538562365,1.068083225,1.00061353316272,8675.25174075484,5407.68026755288
"54","tau_pr[43]",-0.0556796945296,-0.058824387,0.746039557006588,0.6840642907518,-1.26905222,1.153144945,0.999962837866316,8421.39560894536,5836.42931529008
"55","tau_pr[44]",-0.913494441808398,-0.93926205,0.830678913581593,0.78340168872,-2.233914595,0.520072095499999,1.00102232432488,5133.53229809338,4526.7855111519
"56","tau_pr[45]",-0.689498007911024,-0.7074545,0.869681152682076,0.814422232302,-2.072109235,0.7807752105,1.00051386056004,4208.86661456503,4633.37127550864
"57","tau_pr[46]",-0.897921103669782,-0.91788275,0.830038099335346,0.781500661935,-2.239162845,0.474129479,1.00061998116307,5342.47403593814,4947.49048130105
"58","tau_pr[47]",-0.447465201764677,-0.4509656,0.784653615743286,0.7166852721231,-1.726296835,0.834850374999998,1.00082737990301,7729.93803477417,5612.33783420526
"59","tau_pr[48]",-0.775740113818058,-0.799891465,0.849789593434411,0.83217011073,-2.11902393,0.6751467125,1.00037791827617,5258.25852794646,5030.00419271276
"60","tau_pr[49]",-0.809149329378426,-0.839913405,0.833880391173097,0.770930420757,-2.12505601,0.601363472999999,1.00105944052473,6016.65489582249,3731.31801635138
"61","tau_pr[50]",0.557634788541104,0.543650655,0.722117214982671,0.6833132100396,-0.6262727455,1.7392883,1.00012697428501,5225.95979422771,4598.94773383434
"62","tau_pr[51]",1.02301820498558,0.993205705,0.589665357477206,0.549193224363,0.0962310483500001,2.049172965,1.00191497578641,6060.68158306886,3738.13377443264
"63","tau_pr[52]",-0.295601040920743,-0.296564935,0.852135962947672,0.81965229654,-1.6899068,1.11022509,1.00060256895925,7682.65233812005,5913.72982470617
"64","tau_pr[53]",-0.0120395227875137,-0.00640995535,0.745601050938617,0.67459930808109,-1.22587686,1.19245118,1.00034418939065,8393.61806917533,5581.0239814125
"65","tau_pr[54]",0.648996903622817,0.648895365,0.765978952603168,0.737803606659,-0.601730963,1.890948255,1.00143889411624,6498.61335613319,5040.07762860591
"66","tau_pr[55]",-0.818611336999797,-0.820585225,0.834105913237761,0.769972142247,-2.174078555,0.582735596499999,1.00037626858945,6087.03998432758,4344.15821961879
"67","tau_pr[56]",0.274350240280409,0.284058005,0.764310402972643,0.70323750672,-0.9852879455,1.532378765,1.00093898342286,7271.54217401157,5585.73330098371
"68","tau_pr[57]",-0.691425456455771,-0.70283751,0.828309925796057,0.761728730574,-2.04672806,0.694883983,1.00016959457231,8108.99877325531,4276.42183489082
"69","tau_pr[58]",0.818074485754471,0.7960764,0.603136532077522,0.557198626845,-0.124337113,1.861661575,1.00153717932515,5658.27537697404,3043.46809361518
"70","tau_pr[59]",0.760812253358369,0.744637355,0.61970963925417,0.578936167047,-0.2139311205,1.798556975,1.000786030755,3830.71074082889,3103.14788997022
"71","tau_pr[60]",-0.154192889079323,-0.12951364,0.85994122034925,0.82779762681,-1.605670495,1.21311727,1.00038897171625,8614.32053053906,5827.79296672568
"72","tau_pr[61]",0.381739842210195,0.40629658,0.883885359648048,0.847569565584,-1.09935517,1.80322475,1.00018961680877,8400.93716375092,6389.63653321817
"73","tau_pr[62]",0.547237762613073,0.53131103,0.713700556620682,0.667413265008,-0.5905848335,1.7552756,1.00090037739622,5438.78253979343,4910.32907192783
"74","tau_pr[63]",0.403203435577433,0.39309502,0.648603250530642,0.5998102602828,-0.645121147,1.46805152,1.0016658311944,2683.39047693098,2945.34142248591
